date,market,issuer,price
1936-01-31,Zurich,Germany,31.5
1936-02-29,Zurich,Germany,32.0
1936-03-31,Zurich,Germany,29.75
1936-04-30,Zurich,Germany,30.0
1936-05-31,Zurich,Germany,29.5
1936-06-30,Zurich,Germany,27.5
1936-07-31,Zurich,Germany,30.25
1936-08-31,Zurich,Germany,32.25
1936-09-30,Zurich,Germany,31.75
1936-10-31,Zurich,Germany,33.75
1936-11-30,Zurich,Germany,33.25
1936-12-31,Zurich,Germany,30.75
1937-01-31,Zurich,Germany,39.0
1937-02-28,Zurich,Germany,40.0
1937-03-31,Zurich,Germany,40.5
1937-04-30,Zurich,Germany,41.5
1937-05-31,Zurich,Germany,44.0
1937-06-30,Zurich,Germany,44.25
1937-07-31,Zurich,Germany,47.5
1937-08-31,Zurich,Germany,50.5
1937-09-30,Zurich,Germany,47.5
1937-10-31,Zurich,Germany,42.25
1937-11-30,Zurich,Germany,45.5
1937-12-31,Zurich,Germany,44.5
1938-01-31,Zurich,Germany,44.0
1938-02-28,Zurich,Germany,43.5
1938-03-31,Zurich,Germany,45.0
1938-04-30,Zurich,Germany,44.25
1938-05-31,Zurich,Germany,43.75
1938-06-30,Zurich,Germany,46.0
1938-07-31,Zurich,Germany,44.25
1938-08-31,Zurich,Germany,37.0
1938-09-30,Zurich,Germany,41.0
1938-10-31,Zurich,Germany,44.25
1938-11-30,Zurich,Germany,45.0
1938-12-31,Zurich,Germany,43.5
1939-01-31,Zurich,Germany,35.0
1939-02-28,Zurich,Germany,37.5
1939-03-31,Zurich,Germany,35.0
1939-04-30,Zurich,Germany,30.75
1939-05-31,Zurich,Germany,33.75
1939-06-30,Zurich,Germany,33.5
1939-07-31,Zurich,Germany,32.5
1939-08-31,Zurich,Germany,28.0
1939-09-30,Zurich,Germany,14.5
1939-10-31,Zurich,Germany,17.0
1939-11-30,Zurich,Germany,19.0
1939-12-31,Zurich,Germany,20.0
1940-01-31,Zurich,Germany,23.0
1940-02-29,Zurich,Germany,23.5
1940-03-31,Zurich,Germany,24.5
1940-04-30,Zurich,Germany,23.0
1940-07-31,Zurich,Germany,34.5
1940-08-31,Zurich,Germany,35.0
1940-09-30,Zurich,Germany,38.5
1940-10-31,Zurich,Germany,43.75
1940-11-30,Zurich,Germany,45.0
1940-12-31,Zurich,Germany,41.75
1941-01-31,Zurich,Germany,40.25
1941-02-28,Zurich,Germany,40.75
1941-03-31,Zurich,Germany,38.25
1941-04-30,Zurich,Germany,41.5
1941-05-31,Zurich,Germany,43.75
1941-06-30,Zurich,Germany,44.0
1941-07-31,Zurich,Germany,45.5
1941-08-31,Zurich,Germany,44.75
1941-09-30,Zurich,Germany,44.5
1941-10-31,Zurich,Germany,45.0
1941-11-30,Zurich,Germany,45.5
1941-12-31,Zurich,Germany,43.5
1942-01-31,Zurich,Germany,39.0
1942-02-28,Zurich,Germany,40.5
1942-03-31,Zurich,Germany,40.75
1942-04-30,Zurich,Germany,41.25
1942-05-31,Zurich,Germany,41.25
1942-06-30,Zurich,Germany,39.0
1942-07-31,Zurich,Germany,38.75
1942-08-31,Zurich,Germany,38.75
1942-09-30,Zurich,Germany,37.5
1942-10-31,Zurich,Germany,37.5
1942-11-30,Zurich,Germany,34.0
1942-12-31,Zurich,Germany,33.5
1943-01-31,Zurich,Germany,30.0
1943-02-28,Zurich,Germany,31.0
1943-03-31,Zurich,Germany,30.5
1943-04-30,Zurich,Germany,29.75
1943-05-31,Zurich,Germany,29.75
1943-06-30,Zurich,Germany,29.75
1943-07-31,Zurich,Germany,29.25
1943-08-31,Zurich,Germany,28.0
1943-09-30,Zurich,Germany,27.75
1943-10-31,Zurich,Germany,29.5
1943-11-30,Zurich,Germany,29.75
1943-12-31,Zurich,Germany,28.75
1944-01-31,Zurich,Germany,29.25
1944-02-29,Zurich,Germany,29.75
1944-03-31,Zurich,Germany,29.25
1944-04-30,Zurich,Germany,30.0
1944-05-31,Zurich,Germany,30.25
1944-06-30,Zurich,Germany,33.75
1944-07-31,Zurich,Germany,35.5
1944-08-31,Zurich,Germany,36.0
1944-09-30,Zurich,Germany,34.0
1944-10-31,Zurich,Germany,32.5
1944-11-30,Zurich,Germany,31.5
1944-12-31,Zurich,Germany,30.75
1945-01-31,Zurich,Germany,30.0
1945-02-28,Zurich,Germany,17.0
1945-03-31,Zurich,Germany,21.5
1945-04-30,Zurich,Germany,21.0
1945-05-31,Zurich,Germany,24.0
1945-06-30,Zurich,Germany,23.75
1945-07-31,Zurich,Germany,23.75
1945-08-31,Zurich,Germany,21.75
1945-09-30,Zurich,Germany,22.25
1945-10-31,Zurich,Germany,22.0
1945-11-30,Zurich,Germany,22.75
1945-12-31,Zurich,Germany,21.5
1946-01-31,Zurich,Germany,22.25
1946-02-28,Zurich,Germany,23.5
1946-03-31,Zurich,Germany,22.5
1946-04-30,Zurich,Germany,22.25
1946-05-31,Zurich,Germany,21.75
1946-06-30,Zurich,Germany,22.25
1946-07-31,Zurich,Germany,22.25
1946-08-31,Zurich,Germany,22.0
1946-09-30,Zurich,Germany,21.5
1946-10-31,Zurich,Germany,20.5
1946-11-30,Zurich,Germany,18.0
1946-12-31,Zurich,Germany,18.25
1947-01-31,Zurich,Germany,21.75
1947-02-28,Zurich,Germany,21.75
1947-03-31,Zurich,Germany,21.75
1947-04-30,Zurich,Germany,21.5
1947-05-31,Zurich,Germany,20.25
1947-06-30,Zurich,Germany,19.75
1947-07-31,Zurich,Germany,21.0
1947-08-31,Zurich,Germany,20.0
1947-09-30,Zurich,Germany,20.0
1947-10-31,Zurich,Germany,17.75
1947-11-30,Zurich,Germany,17.5
1947-12-31,Zurich,Germany,16.5
1948-01-31,Zurich,Germany,16.5
1948-02-29,Zurich,Germany,17.0
1948-03-31,Zurich,Germany,15.5
1948-04-30,Zurich,Germany,15.0
1948-05-31,Zurich,Germany,15.0
1948-06-30,Zurich,Germany,17.0
1948-07-31,Zurich,Germany,16.75
1948-08-31,Zurich,Germany,16.5
1948-09-30,Zurich,Germany,15.5
1948-10-31,Zurich,Germany,15.0
1948-11-30,Zurich,Germany,15.5
1948-12-31,Zurich,Germany,15.5
