1852    1 3.11000                         
1852    2 3.10000                         
1852    3 3.06000                         
1852    4 3.02000                         
1852    5 3.01000                         
1852    6 2.99000                         
1852    7 2.99000                         
1852    8 3.01000                         
1852    9 3.00000                         
1852   10 2.99000                         
1852   11 2.98000                         
1852   12 2.96000                         
1853    1 3.01000                         
1853    2 3.02000                         
1853    3 3.01000                         
1853    4 2.98000                         
1853    5 2.98000                         
1853    6 3.00000                         
1853    7 3.06000                         
1853    8 3.06000                         
1853    9 3.15000                         
1853   10 3.26000                         
1853   11 3.16000                         
1853   12 3.14000                         
1854    1 3.26000                         
1854    2 3.28000                         
1854    3 3.34000                         
1854    4 3.43000                         
1854    5 3.38000                         
1854    6 3.25000                         
1854    7 3.25000                         
1854    8 3.20000                         
1854    9 3.15000                         
1854   10 3.16000                         
1854   11 3.24000                         
1854   12 3.24000                         
1855    1 3.29000                         
1855    2 3.30000                         
1855    3 3.23000                         
1855    4 3.31000                         
1855    5 3.33000                         
1855    6 3.25000                         
1855    7 3.30000                         
1855    8 3.30000                         
1855    9 3.33000                         
1855   10 3.42000                         
1855   11 3.40000                         
1855   12 3.34000                         
1856    1 3.38000                         
1856    2 3.30000                         
1856    3 3.26000                         
1856    4 3.23000                         
1856    5 3.20000                         
1856    6 3.18000                         
1856    7 3.14000                         
1856    8 3.16000                         
1856    9 3.19000                         
1856   10 3.26000                         
1856   11 3.22000                         
1856   12 3.18000                         
1857    1 3.20000                         
1857    2 3.21000                         
1857    3 3.21000                         
1857    4 3.23000                         
1857    5 3.20000                         
1857    6 3.20000                         
1857    7 3.27000                         
1857    8 3.31000                         
1857    9 3.32000                         
1857   10 3.37000                         
1857   11 3.35000                         
1857   12 3.29000                         
1858    1 3.17000                         
1858    2 3.12000                         
1858    3 3.10000                         
1858    4 3.10000                         
1858    5 3.09000                         
1858    6 3.07000                         
1858    7 3.14000                         
1858    8 3.11000                         
1858    9 3.09000                         
1858   10 3.05000                         
1858   11 3.06000                         
1858   12 3.06000                         
1859    1 3.13000                         
1859    2 3.14000                         
1859    3 3.13000                         
1859    4 3.18000                         
1859    5 3.28000                         
1859    6 3.21000                         
1859    7 3.16000                         
1859    8 3.15000                         
1859    9 3.14000                         
1859   10 3.12000                         
1859   11 3.12000                         
1859   12 3.09000                         
1860    1 3.16000                         
1860    2 3.17000                         
1860    3 3.17000                         
1860    4 3.17000                         
1860    5 3.17000                         
1860    6 3.16000                         
1860    7 3.22000                         
1860    8 3.22000                         
1860    9 3.22000                         
1860   10 3.23000                         
1860   11 3.21000                         
1860   12 3.20000                         
1861    1 3.28000                         
1861    2 3.27000                         
1861    3 3.27000                         
1861    4 3.27000                         
1861    5 3.27000                         
1861    6 3.35000                         
1861    7 3.34000                         
1861    8 3.30000                         
1861    9 3.22000                         
1861   10 3.23000                         
1861   11 3.20000                         
1861   12 3.31000                         
1862    1 3.23000                         
1862    2 3.23000                         
1862    3 3.20000                         
1862    4 3.20000                         
1862    5 3.20000                         
1862    6 3.27000                         
1862    7 3.23000                         
1862    8 3.21000                         
1862    9 3.21000                         
1862   10 3.20000                         
1862   11 3.20000                         
1862   12 3.25000                         
1863    1 3.24000                         
1863    2 3.24000                         
1863    3 3.24000                         
1863    4 3.24000                         
1863    5 3.21000                         
1863    6 3.26000                         
1863    7 3.23000                         
1863    8 3.23000                         
1863    9 3.21000                         
1863   10 3.23000                         
1863   11 3.24000                         
1863   12 3.30000                         
1864    1 3.30000                         
1864    2 3.30000                         
1864    3 3.28000                         
1864    4 3.28000                         
1864    5 3.29000                         
1864    6 3.33000                         
1864    7 3.32000                         
1864    8 3.37000                         
1864    9 3.41000                         
1864   10 3.39000                         
1864   11 3.31000                         
1864   12 3.36000                         
1865    1 3.35000                         
1865    2 3.36000                         
1865    3 3.37000                         
1865    4 3.30000                         
1865    5 3.32000                         
1865    6 3.36000                         
1865    7 3.33000                         
1865    8 3.34000                         
1865    9 3.34000                         
1865   10 3.38000                         
1865   11 3.36000                         
1865   12 3.43000                         
1866    1 3.43000                         
1866    2 3.44000                         
1866    3 3.45000                         
1866    4 3.46000                         
1866    5 3.48000                         
1866    6 3.48000                         
1866    7 3.42000                         
1866    8 3.40000                         
1866    9 3.36000                         
1866   10 3.36000                         
1866   11 3.34000                         
1866   12 3.37000                         
1867    1 3.31000                         
1867    2 3.30000                         
1867    3 3.30000                         
1867    4 3.31000                         
1867    5 3.24000                         
1867    6 3.17000                         
1867    7 3.17000                         
1867    8 3.17000                         
1867    9 3.17000                         
1867   10 3.19000                         
1867   11 3.17000                         
1867   12 3.23000                         
1868    1 3.24000                         
1868    2 3.22000                         
1868    3 3.22000                         
1868    4 3.21000                         
1868    5 3.17000                         
1868    6 3.16000                         
1868    7 3.17000                         
1868    8 3.19000                         
1868    9 3.19000                         
1868   10 3.17000                         
1868   11 3.19000                         
1868   12 3.25000                         
1869    1 3.23000                         
1869    2 3.23000                         
1869    3 3.23000                         
1869    4 3.22000                         
1869    5 3.23000                         
1869    6 3.24000                         
1869    7 3.23000                         
1869    8 3.23000                         
1869    9 3.23000                         
1869   10 3.21000                         
1869   11 3.20000                         
1869   12 3.26000                         
1870    1 3.25000                         
1870    2 3.24000                         
1870    3 3.23000                         
1870    4 3.20000                         
1870    5 3.19000                         
1870    6 3.23000                         
1870    7 3.29000                         
1870    8 3.31000                         
1870    9 3.26000                         
1870   10 3.25000                         
1870   11 3.23000                         
1870   12 3.27000                         
1871    1 3.25000                         
