1871    2 3.28000                         
1871    3 3.26000                         
1871    4 3.23000                         
1871    5 3.21000                         
1871    6 3.24000                         
1871    7 3.22000                         
1871    8 3.21000                         
1871    9 3.22000                         
1871   10 3.23000                         
1871   11 3.22000                         
1871   12 3.25000                         
1872    1 3.24000                         
1872    2 3.25000                         
1872    3 3.23000                         
1872    4 3.23000                         
1872    5 3.22000                         
1872    6 3.25000                         
1872    7 3.24000                         
1872    8 3.24000                         
1872    9 3.25000                         
1872   10 3.25000                         
1872   11 3.25000                         
1872   12 3.27000                         
1873    1 3.26000                         
1873    2 3.23000                         
1873    3 3.24000                         
1873    4 3.22000                         
1873    5 3.21000                         
1873    6 3.25000                         
1873    7 3.24000                         
1873    8 3.23000                         
1873    9 3.24000                         
1873   10 3.24000                         
1873   11 3.24000                         
1873   12 3.26000                         
1874    1 3.26000                         
1874    2 3.26000                         
1874    3 3.26000                         
1874    4 3.24000                         
1874    5 3.22000                         
1874    6 3.24000                         
1874    7 3.24000                         
1874    8 3.24000                         
1874    9 3.24000                         
1874   10 3.23000                         
1874   11 3.22000                         
1874   12 3.27000                         
1875    1 3.25000                         
1875    2 3.23000                         
1875    3 3.23000                         
1875    4 3.21000                         
1875    5 3.19000                         
1875    6 3.23000                         
1875    7 3.18000                         
1875    8 3.17000                         
1875    9 3.18000                         
1875   10 3.19000                         
1875   11 3.17000                         
1875   12 3.20000                         
1876    1 3.20000                         
1876    2 3.18000                         
1876    3 3.18000                         
1876    4 3.16000                         
1876    5 3.12000                         
1876    6 3.18000                         
1876    7 3.15000                         
1876    8 3.11000                         
1876    9 3.13000                         
1876   10 3.14000                         
1876   11 3.13000                         
1876   12 3.19000                         
1877    1 3.15000                         
1877    2 3.13000                         
1877    3 3.11000                         
1877    4 3.15000                         
1877    5 3.18000                         
1877    6 3.17000                         
1877    7 3.17000                         
1877    8 3.15000                         
1877    9 3.14000                         
1877   10 3.13000                         
1877   11 3.10000                         
1877   12 3.15000                         
1878    1 3.15000                         
1878    2 3.14000                         
1878    3 3.15000                         
1878    4 3.16000                         
1878    5 3.12000                         
1878    6 3.13000                         
1878    7 3.14000                         
1878    8 3.16000                         
1878    9 3.16000                         
1878   10 3.18000                         
1878   11 3.14000                         
1878   12 3.18000                         
1879    1 3.13000                         
1879    2 3.12000                         
1879    3 3.10000                         
1879    4 3.06000                         
1879    5 3.04000                         
1879    6 3.08000                         
1879    7 3.07000                         
1879    8 3.07000                         
1879    9 3.07000                         
1879   10 3.06000                         
1879   11 3.05000                         
1879   12 3.08000                         
1880    1 3.07000                         
1880    2 3.06000                         
1880    3 3.07000                         
1880    4 3.04000                         
1880    5 3.02000                         
1880    6 3.05000                         
1880    7 3.05000                         
1880    8 3.08000                         
1880    9 3.07000                         
1880   10 3.04000                         
1880   11 3.00000                         
1880   12 3.04000                         
1881    1 3.04000                         
1881    2 3.03000                         
1881    3 3.01000                         
1881    4 2.98000                         
1881    5 2.93000                         
1881    6 2.99000                         
1881    7 2.97000                         
1881    8 2.99000                         
1881    9 3.03000                         
1881   10 3.03000                         
1881   11 2.99000                         
1881   12 3.02000                         
1882    1 3.00000                         
1882    2 3.00000                         
1882    3 2.97000                         
1882    4 2.95000                         
1882    5 2.94000                         
1882    6 2.99000                         
1882    7 3.01000                         
1882    8 3.01000                         
1882    9 3.00000                         
1882   10 2.96000                         
1882   11 2.94000                         
1882   12 2.98000                         
1883    1 2.96000                         
1883    2 2.93000                         
1883    3 2.94000                         
1883    4 2.93000                         
1883    5 2.94000                         
1883    6 2.98000                         
1883    7 3.01000                         
1883    8 3.00000                         
1883    9 2.98000                         
1883   10 2.96000                         
1883   11 2.95000                         
1883   12 2.98000                         
1884    1 2.95000                         
1884    2 2.96000                         
1884    3 2.94000                         
1884    4 2.93000                         
1884    5 2.96000                         
1884    6 3.00000                         
1884    7 2.99000                         
1884    8 2.98000                         
1884    9 2.97000                         
1884   10 2.97000                         
1884   11 2.99000                         
1884   12 3.02000                         
1885    1 3.01000                         
1885    2 3.02000                         
1885    3 3.07000                         
1885    4 3.12000                         
1885    5 3.02000                         
1885    6 3.01000                         
1885    7 3.00000                         
1885    8 3.00000                         
1885    9 3.00000                         
1885   10 2.99000                         
1885   11 2.99000                         
1885   12 3.00000                         
1886    1 3.01000                         
1886    2 2.98000                         
1886    3 2.98000                         
1886    4 2.98000                         
1886    5 2.96000                         
1886    6 2.97000                         
1886    7 2.96000                         
1886    8 2.97000                         
1886    9 2.97000                         
1886   10 2.98000                         
1886   11 2.95000                         
1886   12 2.98000                         
1887    1 2.98000                         
1887    2 2.98000                         
1887    3 2.96000                         
1887    4 2.93000                         
1887    5 2.91000                         
1887    6 2.95000                         
1887    7 2.95000                         
1887    8 2.96000                         
1887    9 2.96000                         
1887   10 2.93000                         
1887   11 2.91000                         
1887   12 2.95000                         
1888    1 2.92000                         
1888    2 2.93000                         
1888    3 2.95000                         
1888    4 2.97000                         
1888    5 2.96000                         
1888    6 2.98000                         
1888    7 2.98000                         
1888    8 2.99000                         
1888    9 2.99000                         
1888   10 2.99000                         
1888   11 2.97000                         
1888   12 3.01000                         
