1926   10 3.68000                         
1926   11 3.62000                         
1926   12 3.56000                         
1927    1 3.51000                         
1927    2 3.48000                         
1927    3 3.37000                         
1927    4 3.35000                         
1927    5 3.31000                         
1927    6 3.34000                         
1927    7 3.36000                         
1927    8 3.32000                         
1927    9 3.30000                         
1927   10 3.29000                         
1927   11 3.23000                         
1927   12 3.17000                         
1928    1 3.18000                         
1928    2 3.19000                         
1928    3 3.17000                         
1928    4 3.20000                         
1928    5 3.24000                         
1928    6 3.29000                         
1928    7 3.42000                         
1928    8 3.48000                         
1928    9 3.46000                         
1928   10 3.47000                         
1928   11 3.38000                         
1928   12 3.45000                         
1929    1 3.52000                         
1929    2 3.62000                         
1929    3 3.74000                         
1929    4 3.64000                         
1929    5 3.64000                         
1929    6 3.69000                         
1929    7 3.64000                         
1929    8 3.71000                         
1929    9 3.70000                         
1929   10 3.61000                         
1929   11 3.35000                         
1929   12 3.36000                         
1930    1 3.43000                         
1930    2 3.41000                         
1930    3 3.29000                         
1930    4 3.37000                         
1930    5 3.31000                         
1930    6 3.25000                         
1930    7 3.25000                         
1930    8 3.26000                         
1930    9 3.24000                         
1930   10 3.21000                         
1930   11 3.19000                         
1930   12 3.22000                         
1931    1 3.20000                         
1931    2 3.30000                         
1931    3 3.27000                         
1931    4 3.26000                         
1931    5 3.16000                         
1931    6 3.13000                         
1931    7 3.15000                         
1931    8 3.18000                         
1931    9 3.25000                         
1931   10 3.63000                         
1931   11 3.63000                         
1931   12 3.93000                         
1932    1 4.26000                         
1932    2 4.11000                         
1932    3 3.92000                         
1932    4 3.68000                         
1932    5 3.76000                         
1932    6 3.76000                         
1932    7 3.58000                         
1932    8 3.45000                         
1932    9 3.42000                         
1932   10 3.43000                         
1932   11 3.45000                         
1932   12 3.35000                         
1933    1 3.22000                         
1933    2 3.31000                         
1933    3 3.42000                         
1933    4 3.42000                         
1933    5 3.30000                         
1933    6 3.21000                         
1933    7 3.20000                         
1933    8 3.21000                         
1933    9 3.19000                         
1933   10 3.22000                         
1933   11 3.46000                         
1933   12 3.53000                         
1934    1 3.50000                         
1934    2 3.32000                         
1934    3 3.20000                         
1934    4 3.11000                         
1934    5 3.02000                         
1934    6 2.98000                         
1934    7 2.92000                         
1934    8 3.03000                         
1934    9 3.20000                         
1934   10 3.10000                         
1934   11 3.07000                         
1934   12 3.01000                         
1935    1 2.88000                         
1935    2 2.79000                         
1935    3 2.77000                         
1935    4 2.74000                         
1935    5 2.72000                         
1935    6 2.72000                         
1935    7 2.69000                         
1935    8 2.76000                         
1935    9 2.85000                         
1935   10 2.85000                         
1935   11 2.83000                         
1935   12 2.83000                         
1936    1 2.80000                         
1936    2 2.77000                         
1936    3 2.71000                         
1936    4 2.68000                         
1936    5 2.66000                         
1936    6 2.66000                         
1936    7 2.65000                         
1936    8 2.61000                         
1936    9 2.60000                         
1936   10 2.62000                         
1936   11 2.53000                         
1936   12 2.51000                         
1937    1 2.47000                         
1937    2 2.46000                         
1937    3 2.60000                         
1937    4 2.80000                         
1937    5 2.76000                         
1937    6 2.76000                         
1937    7 2.72000                         
1937    8 2.72000                         
1937    9 2.77000                         
1937   10 2.76000                         
1937   11 2.71000                         
1937   12 2.67000                         
1938    1 2.65000                         
1938    2 2.64000                         
1938    3 2.64000                         
1938    4 2.62000                         
1938    5 2.51000                         
1938    6 2.52000                         
1938    7 2.52000                         
1938    8 2.51000                         
1938    9 2.58000                         
1938   10 2.48000                         
1938   11 2.50000                         
1938   12 2.49000                         
1939    1 2.47000                         
1939    2 2.44000                         
1939    3 2.34000                         
1939    4 2.30000                         
1939    5 2.17000                         
1939    6 2.13000                         
1939    7 2.16000                         
1939    8 2.21000                         
1939    9 2.65000                         
1939   10 2.60000                         
1939   11 2.46000                         
1939   12 2.35000                         
1940    1 2.30000                         
1940    2 2.32000                         
1940    3 2.25000                         
1940    4 2.25000                         
1940    5 2.38000                         
1940    6 2.39000                         
1940    7 2.28000                         
1940    8 2.25000                         
1940    9 2.18000                         
1940   10 2.10000                         
1940   11 1.97000                         
1940   12 1.89000                         
1941    1 1.99000                         
1941    2 2.10000                         
1941    3 2.01000                         
1941    4 1.96000                         
1941    5 1.92000                         
1941    6 1.91000                         
1941    7 1.90000                         
1941    8 1.94000                         
1941    9 1.94000                         
1941   10 1.88000                         
1941   11 1.85000                         
1941   12 1.96000                         
1942    1 2.01000                         
1942    2 2.09000                         
1942    3 2.00000                         
1942    4 1.98000                         
1942    5 1.97000                         
1942    6 1.97000                         
1942    7 2.00000                         
1942    8 2.02000                         
1942    9 2.03000                         
1942   10 2.05000                         
1942   11 2.06000                         
1942   12 2.09000                         
1943    1 2.06000                         
1943    2 2.06000                         
1943    3 2.08000                         
1943    4 2.02000                         
1943    5 1.92000                         
1943    6 1.85000                         
1943    7 1.82000                         
1943    8 1.83000                         
1943    9 1.80000                         
1943   10 1.81000                         
1943   11 1.85000                         
1943   12 1.86000                         
1944    1 1.86000                         
1944    2 1.84000                         
1944    3 .                               
1944    4 .                               
1944    5 .                               
1944    6 .                               
1944    7 .                               
1944    8 .                               
1944    9 .                               
1944   10 .                               
1944   11 .                               
1944   12 .                               
