1919    1 4.63000                         
1919    2 4.70000                         
1919    3 4.73000                         
1919    4 4.72000                         
1919    5 4.67000                         
1919    6 4.69000                         
1919    7 4.72000                         
1919    8 4.78000                         
1919    9 4.73000                         
1919   10 4.71000                         
1919   11 4.81000                         
1919   12 4.90000                         
1920    1 4.93000                         
1920    2 5.05000                         
1920    3 5.09000                         
1920    4 5.28000                         
1920    5 5.58000                         
1920    6 5.54000                         
1920    7 5.57000                         
1920    8 5.67000                         
1920    9 5.43000                         
1920   10 5.08000                         
1920   11 5.21000                         
1920   12 5.40000                         
1921    1 5.23000                         
1921    2 5.28000                         
1921    3 5.27000                         
1921    4 5.24000                         
1921    5 5.25000                         
1921    6 5.27000                         
1921    7 5.26000                         
1921    8 5.22000                         
1921    9 5.12000                         
1921   10 4.83000                         
1921   11 4.64000                         
1921   12 4.47000                         
1922    1 4.45000                         
1922    2 4.50000                         
1922    3 4.41000                         
1922    4 4.28000                         
1922    5 4.26000                         
1922    6 4.24000                         
1922    7 4.14000                         
1922    8 4.12000                         
1922    9 4.19000                         
1922   10 4.30000                         
1922   11 4.33000                         
1922   12 4.32000                         
1923    1 4.32000                         
1923    2 4.33000                         
1923    3 4.38000                         
1923    4 4.39000                         
1923    5 4.37000                         
1923    6 4.34000                         
1923    7 4.34000                         
1923    8 4.35000                         
1923    9 4.36000                         
1923   10 4.40000                         
1923   11 4.37000                         
1923   12 4.35000                         
1924    1 4.30000                         
1924    2 4.28000                         
1924    3 4.28000                         
1924    4 4.23000                         
1924    5 4.15000                         
1924    6 3.98000                         
1924    7 3.94000                         
1924    8 3.91000                         
1924    9 3.92000                         
1924   10 3.87000                         
1924   11 3.90000                         
1924   12 3.96000                         
1925    1 3.96000                         
1925    2 3.95000                         
1925    3 3.96000                         
1925    4 3.93000                         
1925    5 3.87000                         
1925    6 3.79000                         
1925    7 3.79000                         
1925    8 3.85000                         
1925    9 3.85000                         
1925   10 3.82000                         
1925   11 3.79000                         
1925   12 3.80000                         
1926    1 3.77000                         
1926    2 3.71000                         
1926    3 3.71000                         
1926    4 3.70000                         
1926    5 3.67000                         
1926    6 3.67000                         
1926    7 3.68000                         
1926    8 3.70000                         
1926    9 3.70000                         
